0.0	49.0
1.02	37.6
2.0	18.5
3.0	0.77
4.0	5.88
5.01	27.6
6.0	56.1
7.0	54.8
8.0	99.2
9.0	19.4
10.02	50.2
11.0	109.0
12.0	87.4
13.0	89.9
14.01	41.3
15.0	77.0
16.01	111.0
17.04	74.2
18.0	89.9
19.0	48.3
20.0	81.1
21.0	69.6
22.0	79.9
23.14	93.7
24.0	51.7
25.0	66.3
26.0	76.1
27.0	39.8
28.0	0.0
29.0	1.28
30.0	0.26
31.01	4.13
32.0	1.8
33.0	2.83
34.0	5.14
35.0	12.6
36.0	13.1
37.0	12.1
38.0	35.7
39.0	29.0
40.0	35.5
41.0	30.8
42.0	38.3
43.0	39.1
44.0	38.5
45.0	38.3
46.0	39.4
47.0	37.1
48.0	39.1
49.0	38.6
50.0	40.1
51.0	40.4
52.01	38.7
53.0	40.1
54.0	36.4
55.0	33.0
56.0	35.4
57.0	27.3
58.0	28.6
59.0	25.2
60.0	25.7
61.0	37.8
62.0	30.3
63.0	30.5
64.0	32.0
65.0	36.6
66.0	46.9
67.0	33.2
68.0	46.5
69.0	29.8
70.0	36.5
71.0	39.0
72.0	35.4
73.0	37.5
74.0	51.5
75.01	55.5
76.0	42.7
77.0	38.0
78.0	29.3
79.0	32.1
80.0	35.4
81.0	31.9
82.0	31.9
83.0	28.8
84.0	31.6
85.0	35.2
86.0	38.0
87.0	35.2
88.0	32.4
89.0	33.7
90.0	39.1
91.0	37.0
92.0	32.6
93.0	35.8
94.0	36.9
95.0	46.2
96.0	40.4
97.01	45.1
98.0	42.2
99.0	47.5
100.0	39.5
101.0	36.1
102.0	45.2
103.0	37.9
104.0	35.6
105.0	34.9
106.0	29.8
107.0	30.1
108.0	26.0
109.0	27.0
110.0	32.1
111.0	37.8
112.0	37.3
113.0	39.3
114.0	35.4
115.0	28.8
116.0	31.1
117.0	29.2
118.0	39.8
119.0	41.2
120.0	40.5
121.0	50.7
122.0	44.9
123.0	35.6
124.01	37.2
125.0	30.0
126.0	35.9
127.0	35.0
128.0	23.1
129.0	25.5
130.0	34.2
131.0	38.0
132.0	39.9
133.0	40.1
134.0	41.1
135.0	38.6
136.0	39.3
137.0	37.7
138.0	34.2
139.0	36.2
140.0	40.6
141.0	39.6
142.0	38.3
143.0	39.8
144.0	35.6
145.0	35.8
146.0	38.1
147.0	37.4
148.0	39.2
149.0	37.7
150.0	30.5
151.0	36.6
152.0	38.3
153.0	33.6
154.0	35.8
155.0	38.0
156.01	36.3
157.0	36.4
158.0	29.4
159.0	35.6
160.01	32.8
161.0	32.7
162.0	33.4
163.0	28.5
164.0	32.1
165.0	32.4
166.0	19.8
167.0	18.7
168.0	11.1
169.39	26.8
170.0	30.6
171.0	35.5
172.0	33.4
173.0	31.1
174.0	35.4
175.0	37.0
176.0	30.1
177.0	29.8
178.0	34.7
179.0	37.5
180.0	35.0
181.01	29.4
182.0	14.9
183.0	15.4
184.0	15.4
185.0	18.7
186.0	16.2
187.0	12.6
188.0	13.6
189.0	24.9
190.0	30.5
191.0	33.7
192.0	36.9
193.01	37.7
194.0	32.9
195.0	37.8
196.0	31.1
197.0	36.0
198.0	39.8
199.0	34.7
