0.0	24.5
1.0	9.25
2.0	9.25
3.0	9.25
4.0	9.51
5.0	9.25
6.0	9.24
7.0	9.0
8.0	9.25
9.0	9.24
10.0	9.0
11.0	9.25
12.0	9.26
13.0	9.25
14.0	9.23
15.0	9.26
16.0	9.26
17.0	9.23
18.0	9.51
19.0	9.01
20.0	9.25
21.0	9.25
22.0	9.22
23.0	9.54
24.0	9.25
25.0	9.25
26.0	9.24
27.0	9.0
28.0	9.25
29.0	9.5
30.0	9.0
31.0	9.51
32.0	9.24
33.0	9.51
34.0	9.25
35.0	9.25
36.0	9.25
37.0	9.25
38.0	9.23
39.0	9.26
40.0	9.01
41.0	9.25
42.0	9.26
43.0	9.25
44.0	9.26
45.0	9.25
46.0	9.25
47.0	9.22
48.0	9.28
49.0	9.25
50.0	9.24
51.0	9.0
52.0	9.5
53.0	9.52
54.0	9.5
55.0	9.25
56.0	9.25
57.0	9.51
58.0	9.25
59.0	9.25
60.0	9.24
61.0	9.52
62.0	9.25
63.0	9.25
64.0	8.98
65.0	9.26
66.0	9.25
67.0	9.25
68.0	9.5
69.0	9.22
70.01	9.29
71.0	9.24
72.0	9.26
73.0	9.24
74.0	8.74
75.0	9.25
76.0	8.99
77.0	9.26
78.0	8.99
79.0	9.26
80.0	9.25
81.0	9.5
82.0	9.25
83.0	9.25
84.0	9.0
85.0	9.24
86.0	9.51
87.0	8.99
88.0	9.51
89.0	8.99
90.0	9.24
91.0	9.52
92.0	9.51
93.0	9.25
94.0	9.25
95.0	8.98
96.0	9.26
97.0	9.25
98.0	9.51
99.0	9.25
100.0	10.0
101.0	10.0
102.0	9.76
103.0	9.76
104.0	9.5
105.0	9.77
106.0	8.74
107.0	9.5
108.0	9.0
109.0	8.99
110.0	9.25
111.0	9.5
112.0	9.25
113.0	9.25
114.0	9.25
115.0	9.25
116.0	9.25
117.0	9.25
118.0	9.24
119.0	9.24
120.0	9.02
121.0	9.76
122.0	9.25
123.0	9.5
124.0	9.26
125.0	9.24
126.0	9.0
127.0	9.51
128.0	9.25
129.0	9.26
130.0	9.0
131.0	9.76
132.0	9.51
133.0	9.25
134.0	9.25
135.0	9.5
136.0	9.24
137.0	9.0
138.0	9.25
139.0	8.99
140.0	8.67
141.01	9.84
142.0	9.26
143.0	9.26
144.0	9.24
145.0	9.25
146.0	9.26
147.0	9.51
148.0	9.25
149.0	9.25
150.0	9.25
151.0	11.1
152.0	4.63
153.0	12.6
154.0	10.0
155.0	9.49
156.0	9.27
157.0	9.25
158.0	9.25
159.0	9.25
160.0	8.99
161.0	10.0
162.0	7.7
163.0	11.1
164.0	8.22
165.0	10.3
166.0	9.24
167.0	9.0
168.0	8.99
169.0	9.24
170.0	8.46
171.0	10.3
172.0	9.22
173.0	9.02
174.0	9.23
175.0	9.01
176.0	9.25
177.0	9.51
178.0	8.99
179.0	9.51
180.0	8.99
181.0	9.77
182.0	9.5
183.0	9.22
184.0	9.53
185.0	9.25
186.0	9.26
187.0	9.25
188.0	9.25
189.0	9.25
190.0	8.73
191.0	10.0
192.0	9.49
193.0	9.26
194.0	9.25
195.0	9.5
196.0	8.99
197.0	9.25
198.0	8.99
199.0	9.25
