0.0	20.3
1.0	7.71
2.0	7.97
3.0	10.0
4.0	9.52
5.0	8.99
6.0	13.1
7.0	6.42
8.0	7.98
9.0	4.11
10.0	3.85
11.0	6.68
12.0	5.14
13.0	5.91
14.0	5.9
15.0	5.15
16.0	6.17
17.0	7.45
18.0	4.36
19.0	2.06
20.0	11.5
21.01	17.1
22.0	8.45
23.0	10.1
24.0	8.48
25.0	12.3
26.0	3.85
27.0	5.91
28.0	8.98
29.0	9.52
30.0	6.69
31.0	5.65
32.0	9.24
33.0	7.71
34.0	7.71
35.0	5.14
36.0	7.46
37.0	8.73
38.0	4.88
39.0	4.62
40.0	5.41
41.0	8.22
42.0	9.51
43.0	7.71
44.0	5.4
45.0	8.99
46.0	11.1
47.0	10.5
48.0	5.65
49.0	5.39
50.0	6.93
51.0	6.69
52.0	15.4
53.0	7.45
54.0	5.91
55.0	6.17
56.0	7.19
57.0	9.0
58.0	9.98
59.01	6.45
60.0	0.0
61.0	0.0
62.0	21.1
63.0	5.14
64.0	5.65
65.0	6.94
66.0	8.22
67.0	10.0
68.0	11.7
69.03	10.1
70.0	9.5
71.0	10.5
72.0	3.59
73.0	6.18
74.0	6.94
75.0	6.68
76.0	5.91
77.0	6.42
78.0	5.92
79.0	11.6
80.0	7.7
81.0	7.71
82.0	8.99
83.0	0.26
84.0	14.1
85.0	2.31
86.0	9.51
87.0	7.45
88.0	2.05
89.0	10.8
90.0	7.45
91.0	7.71
92.0	7.45
93.0	8.74
94.0	5.39
95.0	8.49
96.0	12.6
97.0	6.68
98.0	6.68
99.0	6.68
100.0	13.1
101.0	11.1
102.0	3.59
103.0	5.92
104.0	4.62
105.0	4.37
106.0	6.17
107.0	6.17
108.0	6.94
109.0	8.99
110.0	5.66
111.0	0.0
112.0	16.7
113.0	7.95
114.0	7.18
115.0	7.73
116.0	7.45
117.0	5.63
118.01	5.94
119.0	4.88
120.0	7.71
121.0	6.17
122.0	7.19
123.0	2.31
124.0	11.3
125.0	4.88
126.0	7.19
127.0	6.17
128.0	4.36
129.0	5.15
130.0	6.42
131.0	5.91
132.0	4.36
133.0	5.14
134.0	5.92
135.0	4.36
136.0	5.66
137.0	4.88
138.0	4.88
139.0	4.88
140.0	3.34
141.0	0.0
142.0	1.03
143.0	12.9
144.0	4.36
145.0	3.85
146.0	3.6
147.0	2.83
148.0	3.86
149.0	4.11
150.0	3.34
151.0	0.26
152.0	0.0
153.0	3.08
154.0	6.17
155.0	5.91
156.0	10.3
157.0	5.65
158.0	2.83
159.0	2.57
160.0	0.26
161.0	11.1
162.0	6.94
163.0	5.4
164.0	4.62
165.0	3.86
166.0	6.43
167.0	5.13
168.0	7.98
169.0	6.68
170.0	5.65
171.0	7.96
172.0	6.69
173.0	7.45
174.0	9.51
175.0	8.99
176.0	7.45
177.0	14.6
178.0	6.93
179.0	8.48
180.0	17.2
181.0	10.8
182.01	10.3
183.0	10.0
184.0	9.5
185.0	7.71
186.0	9.5
187.0	7.2
188.0	14.4
189.0	10.8
190.0	13.4
191.0	13.1
192.0	9.28
193.0	7.44
194.0	7.98
195.0	8.47
196.0	7.97
197.0	9.25
198.0	12.1
199.0	10.3
